#
#
# US Geological Survey, Water Resources Data
# retrieved: 2022-05-05 16:21:09 EDT      (sdww02)
#
# This file contains USGS Surface-Water Daily Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd  agency code
# site_no    USGS site number
#
#
# Sites in this file include:
# USGS 06479010 VERMILLION RIVER NR VERMILLION,SD
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		128843	
#
# Data heading explanations.
# begin_yr_dt ... First complete water year of data of daily mean values for this day.
# end_yr_dt   ... Last complete water year of data of daily mean values for this day.
# max_va      ... Maximum of daily mean values for this day.
# min_va      ... Minimum of daily mean values for this day.
# mean_va     ... Mean of daily mean values for this day.
# p05_va      ... 05 percentile of daily mean values for this day.
# p10_va      ... 10 percentile of daily mean values for this day.
# p20_va      ... 20 percentile of daily mean values for this day.
# p25_va      ... 25 percentile of daily mean values for this day.
# p50_va      ... 50 percentile (median) of daily mean values for this day.
# p75_va      ... 75 percentile of daily mean values for this day.
# p80_va      ... 80 percentile of daily mean values for this day.
# p90_va      ... 90 percentile of daily mean values for this day.
# p95_va      ... 95 percentile of daily mean values for this day.
#
#
agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
USGS	06479010	00060	128843	8	18	2014	2021	8	2019	778	2021	16.7	204			56	68	106	297	437		
USGS	06479010	00060	128843	8	19	2014	2021	8	2019	927	2021	11.8	223			59	73	102	301	473		
USGS	06479010	00060	128843	8	20	2014	2021	8	2019	945	2021	10.6	225			57	74	111	289	465		
USGS	06479010	00060	128843	8	21	2014	2021	8	2019	863	2021	10.7	213			56	72	113	281	441		
USGS	06479010	00060	128843	8	22	2014	2021	8	2019	794	2021	10.2	203			54	70	106	284	431		
USGS	06479010	00060	128843	8	23	2014	2021	8	2019	750	2021	10.4	199			54	71	100	286	416		
USGS	06479010	00060	128843	8	24	2014	2021	8	2019	722	2021	10.4	209			53	66	98	310	397		
USGS	06479010	00060	128843	8	25	2014	2021	8	2019	700	2021	10.1	202			52	63	96	293	375		
USGS	06479010	00060	128843	8	26	2014	2021	8	2019	688	2021	9.88	195			50	61	96	274	358		
USGS	06479010	00060	128843	8	27	2014	2021	8	2019	687	2021	12.4	208			49	59	94	363	457		
USGS	06479010	00060	128843	8	28	2014	2021	8	2019	747	2021	9.73	259			52	72	117	567	689		
USGS	06479010	00060	128843	8	29	2014	2021	8	2019	853	2021	10.6	322			52	71	179	647	730		
USGS	06479010	00060	128843	8	30	2014	2021	8	2019	775	2021	22.5	284			52	68	217	476	564		
USGS	06479010	00060	128843	8	31	2014	2021	8	2019	727	2021	50.1	259			56	67	209	371	450		
USGS	06479010	00060	128843	9	1	2014	2021	8	2019	743	2016	56.0	250			87	103	183	308	398		
USGS	06479010	00060	128843	9	2	2014	2021	8	2019	748	2016	54.6	234			86	106	159	266	368		
USGS	06479010	00060	128843	9	3	2014	2021	8	2019	750	2016	53.9	222			86	104	144	238	349		
USGS	06479010	00060	128843	9	4	2014	2021	8	2019	731	2016	54.2	207			85	97	119	232	346		
USGS	06479010	00060	128843	9	5	2014	2021	8	2019	711	2016	62.3	195			80	86	105	223	338		
USGS	06479010	00060	128843	9	6	2014	2021	8	2019	680	2016	67.9	185			68	74	97	213	326		
USGS	06479010	00060	128843	9	7	2014	2021	8	2019	651	2021	56.3	178			78	84	93	208	319		
USGS	06479010	00060	128843	9	8	2014	2021	8	2019	636	2021	49.4	173			76	84	93	199	308		
USGS	06479010	00060	128843	9	9	2014	2021	8	2019	630	2021	43.0	175			81	93	105	186	295		
USGS	06479010	00060	128843	9	10	2014	2021	8	2019	631	2021	40.2	174			80	93	109	177	284		
USGS	06479010	00060	128843	9	11	2014	2021	8	2019	779	2021	37.6	191			81	94	107	168	305		
USGS	06479010	00060	128843	9	12	2014	2021	8	2019	1350	2021	33.9	260			83	95	100	166	413		
USGS	06479010	00060	128843	9	13	2014	2021	8	2019	1600	2021	31.2	288			77	89	95	161	456		
USGS	06479010	00060	128843	9	14	2014	2021	8	2019	1910	2021	28.0	324			71	83	92	157	512		
USGS	06479010	00060	128843	9	15	2014	2021	8	2019	2140	2021	26.6	349			69	80	90	150	554		
USGS	06479010	00060	128843	9	16	2014	2021	8	2019	2620	2021	24.4	436			61	73	107	284	786		
USGS	06479010	00060	128843	9	17	2014	2021	8	2019	3880	2021	25.5	719			58	68	105	1050	1860		
USGS	06479010	00060	128843	9	18	2014	2021	8	2019	6860	2021	23.4	1130			55	66	100	1270	2680		
USGS	06479010	00060	128843	9	19	2014	2021	8	2019	8300	2021	23.9	1270			54	65	98	1010	2690		
USGS	06479010	00060	128843	9	20	2014	2021	8	2019	7370	2021	27.5	1220			53	64	98	1090	2390		
USGS	06479010	00060	128843	9	21	2014	2021	8	2019	6300	2021	25.7	1220			53	64	92	2020	3250		
USGS	06479010	00060	128843	9	22	2014	2021	8	2019	5560	2021	29.5	1110			53	62	89	2030	3160		
USGS	06479010	00060	128843	9	23	2014	2021	8	2019	4940	2021	39.8	1040			57	63	86	2060	3090		
USGS	06479010	00060	128843	9	24	2014	2021	8	2019	4530	2021	43.7	1000			64	69	85	2210	3180		
USGS	06479010	00060	128843	9	25	2014	2021	8	2019	4250	2021	38.3	1020			68	77	106	2500	3440		
USGS	06479010	00060	128843	9	26	2014	2021	8	2019	3990	2021	35.3	1050			70	79	164	2800	3710		
USGS	06479010	00060	128843	9	27	2014	2021	8	2018	3850	2021	30.5	1040			70	81	156	2840	3730		
USGS	06479010	00060	128843	9	28	2014	2021	8	2018	4250	2021	26.9	1040			69	80	142	2560	3520		
USGS	06479010	00060	128843	9	29	2014	2021	8	2018	4350	2021	26.1	999			66	78	128	2290	3260		
USGS	06479010	00060	128843	9	30	2014	2021	8	2018	4200	2021	24.6	927			66	77	114	2010	2940		
USGS	06479010	00060	128843	10	1	2014	2022	9	2019	3930	2014	21.7	767		22	25	52	89	1280	2380	3930	
USGS	06479010	00060	128843	10	2	2014	2022	9	2019	3560	2014	20.9	711		21	25	51	94	1210	2250	3560	
USGS	06479010	00060	128843	10	3	2014	2022	9	2019	3050	2014	21.6	654		22	32	55	110	1180	2170	3050	
USGS	06479010	00060	128843	10	4	2014	2022	9	2019	2510	2014	22.9	639		23	44	61	103	1380	2070	2510	
USGS	06479010	00060	128843	10	5	2014	2022	9	2019	2140	2014	22.9	679		23	41	60	96	1720	2090	2140	
USGS	06479010	00060	128843	10	6	2014	2022	9	2020	2090	2014	24.0	689		24	38	57	92	1720	1830	2090	
USGS	06479010	00060	128843	10	7	2014	2022	9	2020	2030	2014	22.7	670		23	35	55	86	1610	1740	2030	
USGS	06479010	00060	128843	10	8	2014	2022	9	2020	2000	2014	22.9	657		23	33	53	82	1540	1810	2000	
USGS	06479010	00060	128843	10	9	2014	2022	9	2020	1940	2014	22.5	638		23	32	52	83	1500	1820	1940	
USGS	06479010	00060	128843	10	10	2014	2022	9	2019	2260	2014	21.0	712		21	30	50	82	1720	1860	2260	
USGS	06479010	00060	128843	10	11	2014	2022	9	2019	2370	2014	21.6	658		22	29	49	83	1450	1720	2370	
USGS	06479010	00060	128843	10	12	2014	2022	9	2019	2380	2014	21.7	611		22	28	48	83	1260	1590	2380	
USGS	06479010	00060	128843	10	13	2014	2022	9	2019	2490	2014	19.5	593		20	29	48	82	1140	1510	2490	
USGS	06479010	00060	128843	10	14	2014	2022	9	2019	2600	2014	25.6	583		26	28	47	80	1050	1440	2600	
USGS	06479010	00060	128843	10	15	2014	2022	9	2019	2760	2022	27.3	584		27	34	49	77	988	1390	2760	
USGS	06479010	00060	128843	10	16	2014	2022	9	2019	2910	2022	25.8	591		26	37	50	76	952	1370	2910	
USGS	06479010	00060	128843	10	17	2014	2022	9	2019	3010	2022	25.3	597		25	44	53	75	931	1370	3010	
USGS	06479010	00060	128843	10	18	2014	2022	9	2019	3010	2022	25.0	594		25	54	57	75	919	1370	3010	
USGS	06479010	00060	128843	10	19	2014	2022	9	2019	2950	2022	24.8	579		25	48	54	73	890	1340	2950	
USGS	06479010	00060	128843	10	20	2014	2022	9	2019	2790	2022	27.0	553		27	40	50	73	865	1310	2790	
USGS	06479010	00060	128843	10	21	2014	2021	8	2019	2510	2014	35.7	579			54	59	135	1070	1540		
USGS	06479010	00060	128843	10	22	2014	2021	8	2019	2220	2014	34.6	538			53	58	133	1060	1480		
USGS	06479010	00060	128843	10	23	2014	2021	8	2019	1910	2014	33.9	497			55	61	132	1060	1410		
USGS	06479010	00060	128843	10	24	2014	2021	8	2019	1570	2014	33.5	450			58	64	128	1040	1340		
USGS	06479010	00060	128843	10	25	2014	2021	8	2019	1330	2014	33.9	417			58	67	124	1030	1280		
USGS	06479010	00060	128843	10	26	2014	2021	8	2020	1260	2014	34.5	400			57	66	128	983	1220		
USGS	06479010	00060	128843	10	27	2014	2021	8	2020	1260	2014	33.6	387			58	66	134	905	1140		
USGS	06479010	00060	128843	10	28	2014	2021	8	2020	1260	2014	33.4	377			56	64	133	856	1090		
USGS	06479010	00060	128843	10	29	2014	2021	8	2020	1240	2014	35.8	365			55	62	129	812	1040		
USGS	06479010	00060	128843	10	30	2014	2021	8	2020	1200	2014	37.2	354			55	62	123	778	1000		
USGS	06479010	00060	128843	10	31	2014	2021	8	2020	1160	2014	36.0	340			54	62	121	736	950		
USGS	06479010	00060	128843	11	1	2014	2021	8	2020	1130	2014	36.9	330			53	63	118	699	905		
USGS	06479010	00060	128843	11	2	2014	2021	8	2020	1110	2014	35.9	322			53	64	117	672	874		
USGS	06479010	00060	128843	11	3	2014	2021	8	2020	1090	2014	35.8	316			53	65	117	648	846		
USGS	06479010	00060	128843	11	4	2014	2021	8	2020	1080	2014	37.8	315			53	63	116	653	850		
USGS	06479010	00060	128843	11	5	2014	2021	8	2020	1070	2014	39.2	317			53	63	116	680	879		
USGS	06479010	00060	128843	11	6	2014	2021	8	2020	1050	2014	40.2	336			53	62	114	813	1020		
USGS	06479010	00060	128843	11	7	2014	2021	8	2019	1120	2014	39.7	346			55	63	114	826	1050		
USGS	06479010	00060	128843	11	8	2014	2021	8	2019	1120	2014	39.2	342			54	62	112	810	1030		
USGS	06479010	00060	128843	11	9	2014	2021	8	2019	1050	2014	39.2	328			53	61	110	780	987		
USGS	06479010	00060	128843	11	10	2014	2021	8	2020	947	2014	39.1	310			53	61	109	753	938		
USGS	06479010	00060	128843	11	11	2014	2021	8	2020	960	2014	34.0	296			51	60	108	667	850		
USGS	06479010	00060	128843	11	12	2014	2021	8	2020	907	2014	32.0	282			48	59	107	632	804		
USGS	06479010	00060	128843	11	13	2014	2021	8	2020	806	2014	33.0	264			47	59	117	578	724		
USGS	06479010	00060	128843	11	14	2014	2021	8	2020	729	2014	34.0	255			45	57	118	574	703		
USGS	06479010	00060	128843	11	15	2014	2021	8	2020	729	2014	37.0	255			46	57	116	580	710		
USGS	06479010	00060	128843	11	16	2014	2021	8	2020	742	2014	39.4	255			45	55	115	572	704		
USGS	06479010	00060	128843	11	17	2014	2021	8	2020	743	2014	41.4	255			43	53	119	567	699		
USGS	06479010	00060	128843	11	18	2014	2021	8	2020	723	2014	38.2	253			44	53	141	545	673		
USGS	06479010	00060	128843	11	19	2014	2021	8	2020	718	2014	36.3	259			44	53	165	525	638		
USGS	06479010	00060	128843	11	20	2014	2021	8	2020	722	2014	36.6	261			44	52	162	529	634		
USGS	06479010	00060	128843	11	21	2014	2021	8	2020	703	2014	35.0	252			45	53	155	508	613		
USGS	06479010	00060	128843	11	22	2014	2021	8	2020	672	2014	32.0	242			46	54	159	495	605		
USGS	06479010	00060	128843	11	23	2014	2021	8	2020	633	2014	30.0	241			48	55	176	493	597		
USGS	06479010	00060	128843	11	24	2014	2021	8	2020	613	2014	31.0	256			46	53	200	522	600		
USGS	06479010	00060	128843	11	25	2014	2021	8	2020	601	2014	32.0	265			45	51	207	539	595		
USGS	06479010	00060	128843	11	26	2014	2021	8	2020	576	2014	30.0	258			44	50	202	519	566		
USGS	06479010	00060	128843	11	27	2014	2021	8	2020	554	2014	28.0	237			42	48	196	426	462		
USGS	06479010	00060	128843	11	28	2014	2021	8	2020	539	2014	28.0	239			44	49	190	440	466		
USGS	06479010	00060	128843	11	29	2014	2021	8	2017	584	2014	29.0	267			45	49	193	524	540		
USGS	06479010	00060	128843	11	30	2014	2021	8	2017	723	2014	30.0	285			44	48	192	528	569		
USGS	06479010	00060	128843	12	1	2014	2021	8	2017	668	2014	31.0	279			44	47	191	533	565		
USGS	06479010	00060	128843	12	2	2014	2021	8	2017	572	2014	32.0	265			44	47	185	531	544		
USGS	06479010	00060	128843	12	3	2014	2021	8	2020	508	2014	32.0	248			43	47	174	500	502		
USGS	06479010	00060	128843	12	4	2014	2021	8	2020	505	2014	30.0	235			44	48	162	466	479		
USGS	06479010	00060	128843	12	5	2014	2021	8	2020	505	2014	27.0	233			44	48	171	465	487		
USGS	06479010	00060	128843	12	6	2014	2021	8	2020	505	2014	25.0	227			43	48	189	435	471		
USGS	06479010	00060	128843	12	7	2014	2021	8	2020	500	2014	24.0	213			43	49	172	410	462		
USGS	06479010	00060	128843	12	8	2014	2021	8	2020	486	2014	24.0	212			42	47	170	398	434		
USGS	06479010	00060	128843	12	9	2014	2021	8	2020	470	2014	23.0	218			40	46	195	382	400		
USGS	06479010	00060	128843	12	10	2014	2021	8	2016	457	2014	23.0	227			40	46	197	438	454		
USGS	06479010	00060	128843	12	11	2014	2021	8	2016	522	2014	22.0	237			40	46	197	438	459		
USGS	06479010	00060	128843	12	12	2014	2021	8	2016	547	2014	22.0	238			41	45	188	435	459		
USGS	06479010	00060	128843	12	13	2014	2021	8	2016	573	2014	21.0	237			38	43	178	430	460		
USGS	06479010	00060	128843	12	14	2014	2021	8	2016	537	2014	20.0	227			36	42	169	425	453		
USGS	06479010	00060	128843	12	15	2014	2021	8	2016	500	2014	21.0	219			35	41	160	423	446		
USGS	06479010	00060	128843	12	16	2014	2021	8	2016	479	2014	22.0	214			35	40	151	423	441		
USGS	06479010	00060	128843	12	17	2014	2021	8	2020	432	2014	22.0	205			34	39	144	413	422		
USGS	06479010	00060	128843	12	18	2014	2021	8	2020	432	2014	23.0	192			35	39	140	382	409		
USGS	06479010	00060	128843	12	19	2014	2021	8	2020	432	2014	21.0	185			34	39	136	376	418		
USGS	06479010	00060	128843	12	20	2014	2021	8	2020	432	2014	20.0	186			33	39	131	386	426		
USGS	06479010	00060	128843	12	21	2014	2021	8	2020	432	2014	19.0	188			33	39	128	389	424		
USGS	06479010	00060	128843	12	22	2014	2021	8	2020	432	2014	17.0	188			32	38	127	383	410		
USGS	06479010	00060	128843	12	23	2014	2021	8	2020	432	2014	15.0	184			31	38	127	361	389		
USGS	06479010	00060	128843	12	24	2014	2021	8	2020	432	2014	16.0	177			31	37	128	333	366		
USGS	06479010	00060	128843	12	25	2014	2021	8	2020	432	2014	17.0	171			31	37	131	311	354		
USGS	06479010	00060	128843	12	26	2014	2021	8	2020	430	2014	18.0	168			31	37	134	299	344		
USGS	06479010	00060	128843	12	27	2014	2021	8	2020	427	2014	19.0	165			31	36	136	287	336		
USGS	06479010	00060	128843	12	28	2014	2021	8	2020	423	2014	20.0	164			31	36	138	281	329		
USGS	06479010	00060	128843	12	29	2014	2021	8	2020	420	2014	18.0	163			30	36	139	278	324		
USGS	06479010	00060	128843	12	30	2014	2021	8	2020	417	2014	17.0	160			30	35	140	271	319		
USGS	06479010	00060	128843	12	31	2014	2021	8	2020	413	2014	16.0	158			31	36	140	267	316		

