Type,date,stage,discharge,Local Minimum,Fixed Interval,Sliding Interval
918,4/8/2015 7:00,1206.28,27020,141.8701324,117,113
919,4/8/2015 8:00,1206.32,27251,128,115,113
920,4/8/2015 9:00,1206.28,26952,117,113,113
921,4/8/2015 10:00,1206.28,27021,115,111,113
922,4/8/2015 11:00,1206.28,27069,110.5886459,104,113
923,4/8/2015 12:00,1206.28,26997,103.9119339,99,81
924,4/8/2015 13:00,1206.3,27047,97.63832855,88,81
925,4/8/2015 14:00,1206.27,26960,91.7434845,81,81
926,4/8/2015 15:00,1206.25,26982,86.20453644,81,81
927,4/8/2015 16:00,1206.25,26926,81,81,81
928,4/8/2015 17:00,1206.27,27140,78.64966583,81,72
929,4/8/2015 18:00,1206.19,26995,76.36753082,72,72
930,4/8/2015 19:00,1206.27,26826,74.15161896,72,72
931,4/8/2015 20:00,1206.25,26934,72,72,72
932,4/8/2015 21:00,1206.27,26826,71.57063293,72,72
933,4/8/2015 22:00,1206.25,26838,71.14382935,72,769
934,4/8/2015 23:00,1206.24,26911,70.71956635,76,769
935,4/9/2015 0:00,1206.27,26911,70.2978363,769,769
936,4/9/2015 1:00,1206.28,27044,69.87862396,802,769
937,4/9/2015 2:00,1206.3,27031,69.46190643,802,769
938,4/9/2015 3:00,1206.23,26995,69.04767609,1150,500
939,4/9/2015 4:00,1206.32,27115,68.63591766,1580,500
940,4/9/2015 5:00,1206.34,26983,68.22660828,500,500
941,4/9/2015 6:00,1206.3,26814,67.81974792,304,500
942,4/9/2015 7:00,1206.32,26958,67.41531372,217,500
943,4/9/2015 8:00,1206.34,27254,67.01328278,174,131
944,4/9/2015 9:00,1206.36,26827,66.61365509,155,131
945,4/9/2015 10:00,1206.34,26812,66.21641541,131,131
946,4/9/2015 11:00,1206.38,26682,65.8215332,110,131
947,4/9/2015 12:00,1206.38,26503,65.42901611,100,131
948,4/9/2015 13:00,1206.41,26602,65.03883362,94,81
949,4/9/2015 14:00,1206.43,26541,64.65097809,86,81
950,4/9/2015 15:00,1206.39,26548,64.26544189,81,81
951,4/9/2015 16:00,1206.41,26452,63.88219833,78,81
952,4/9/2015 17:00,1206.39,28031,63.50124359,74,81
953,4/9/2015 18:00,1206.41,26891,63.12255859,66,62
954,4/9/2015 19:00,1206.36,26717,62.7461319,62,62
955,4/9/2015 20:00,1206.45,26657,62.37194824,62,62
956,4/9/2015 21:00,1206.41,26415,62,62,62
957,4/9/2015 22:00,1206.43,26620,61.32603455,60,62
958,4/9/2015 23:00,1206.41,26621,60.65939331,60,60
959,4/10/2015 0:00,1206.41,26560,60,60,60
960,4/10/2015 1:00,1206.45,26535,70.63988495,60,60
961,4/10/2015 2:00,1206.45,26414,83.16654968,60,60
962,4/10/2015 3:00,1206.49,26452,97.9145813,849,60
963,4/10/2015 4:00,1206.54,26476,115.2779083,2400,2200
964,4/10/2015 5:00,1206.51,26488,135.7203064,3470,2200
965,4/10/2015 6:00,1206.51,26548,159.7877655,2200,2200
966,4/10/2015 7:00,1206.51,26426,188.1231537,437,2200
967,4/10/2015 8:00,1206.49,26414,221.4832764,307,2200
968,4/10/2015 9:00,1206.47,26462,260.7592163,307,211
969,4/10/2015 10:00,1206.45,26547,307,307,211
970,4/10/2015 11:00,1206.45,26463,274.9695129,211,211
971,4/10/2015 12:00,1206.45,26547,246.280899,165,211
972,4/10/2015 13:00,1206.45,26499,211,137,211
973,4/10/2015 14:00,1206.45,25701,165,121,107
974,4/10/2015 15:00,1206.45,25300,137,111,107
975,4/10/2015 16:00,1206.44,25482,121,107,107
976,4/10/2015 17:00,1206.43,25604,111,106,107
977,4/10/2015 18:00,1206.44,25592,107,102,107
978,4/10/2015 19:00,1206.44,25544,106,102,86
979,4/10/2015 20:00,1206.45,25567,102,102,86
980,4/10/2015 21:00,1206.43,25604,96.36062622,86,86
981,4/10/2015 22:00,1206.45,25737,91.03303528,86,86
982,4/10/2015 23:00,1206.43,25616,86,86,86
983,4/11/2015 0:00,1206.43,25664,86.96678162,86,157
984,4/11/2015 1:00,1206.45,25785,87.94442749,86,157
985,4/11/2015 2:00,1206.45,25798,88.93305969,157,157
986,4/11/2015 3:00,1206.47,25555,89.93280792,112,157
987,4/11/2015 4:00,1206.43,25543,90.94380188,93,157
988,4/11/2015 5:00,1206.43,25506,91.96615601,93,93
989,4/11/2015 6:00,1206.45,25495,93,93,93
990,4/11/2015 7:00,1206.43,25410,113.0410614,93,93
991,4/11/2015 8:00,1206.45,25495,137.4008789,93,93
992,4/11/2015 9:00,1206.49,25506,167.0101166,203,93
993,4/11/2015 10:00,1206.47,25386,203,203,203
994,4/11/2015 11:00,1206.51,25373,214.2758179,203,203
995,4/11/2015 12:00,1206.51,25579,226.1779633,203,203
996,4/11/2015 13:00,1206.51,25495,238.7412109,266,203
997,4/11/2015 14:00,1206.51,25543,252.0023041,266,203
998,4/11/2015 15:00,1206.54,25507,266,266,152
999,4/11/2015 16:00,1206.5,25543,236.2854767,234,152
1000,4/11/2015 17:00,1206.54,25495,209.8903198,152,152
1001,4/11/2015 18:00,1206.55,25471,186.4437408,118,152
1002,4/11/2015 19:00,1206.51,25483,152,98,152
1003,4/11/2015 20:00,1206.47,25519,118,84,66
1004,4/11/2015 21:00,1206.47,25531,98,73,66
1005,4/11/2015 22:00,1206.49,25495,84,66,66
1006,4/11/2015 23:00,1206.45,25398,73,65,66
1007,4/12/2015 0:00,1206.43,25434,66,64,66
1008,4/12/2015 1:00,1206.45,25326,65,59,48
1009,4/12/2015 2:00,1206.45,25325,64,53,48
1010,4/12/2015 3:00,1206.43,25373,59,48,48
1011,4/12/2015 4:00,1206.45,25544,53,45,48
1012,4/12/2015 5:00,1206.47,25615,48,45,48
1013,4/12/2015 6:00,1206.45,25592,45,45,45
1014,4/12/2015 7:00,1206.41,25677,45.42781067,45,45
1015,4/12/2015 8:00,1206.43,25495,45.85968781,45,45
1016,4/12/2015 9:00,1206.45,25434,46.29566956,47,45
1017,4/12/2015 10:00,1206.45,25458,46.73579788,54,45
1018,4/12/2015 11:00,1206.49,25507,47.18010712,82,49
1019,4/12/2015 12:00,1206.47,25580,47.62864304,58,49
1020,4/12/2015 13:00,1206.49,25688,48.08144379,49,49
1021,4/12/2015 14:00,1206.48,25762,48.53855133,49,49
1022,4/12/2015 15:00,1206.49,25665,49,49,49
1023,4/12/2015 16:00,1206.45,25241,45.30976868,46,34
1024,4/12/2015 17:00,1206.48,25398,41.89744949,38,34
1025,4/12/2015 18:00,1206.48,25568,38.74211502,34,34
1026,4/12/2015 19:00,1206.47,25628,35.8244133,31,34
1027,4/12/2015 20:00,1206.59,25434,33.12644196,28,34
1028,4/12/2015 21:00,1206.54,25144,30.63166237,26,22
1029,4/12/2015 22:00,1206.58,25302,28,24,22
1030,4/12/2015 23:00,1206.45,25314,26,22,22
1031,4/13/2015 0:00,1206.45,25289,24,20,22
1032,4/13/2015 1:00,1206.43,25289,22,19,22
1033,4/13/2015 2:00,1206.39,25350,20,17,15
1034,4/13/2015 3:00,1206.43,25495,19,16,15
1035,4/13/2015 4:00,1206.43,25555,17,15,15
1036,4/13/2015 5:00,1206.39,25628,16,14,15
1037,4/13/2015 6:00,1206.41,25568,15,14,15
1038,4/13/2015 7:00,1206.41,25495,14,14,13
1039,4/13/2015 8:00,1206.43,25629,13.33723831,14,13
1040,4/13/2015 9:00,1206.43,25675,12.70585251,13,13
1041,4/13/2015 10:00,1206.45,25626,12.10435581,12,13
1042,4/13/2015 11:00,1206.39,25467,11.53133392,11,13
1043,4/13/2015 12:00,1206.41,25610,10.9854393,10,9.199999809
1044,4/13/2015 13:00,1206.43,25627,10.46538734,10,9.199999809
1045,4/13/2015 14:00,1206.45,23368,9.969954491,9.199999809,9.199999809
1046,4/13/2015 15:00,1206.48,23200,9.497976303,8.699999809,9.199999809
1047,4/13/2015 16:00,1206.48,22875,9.048340797,8.100000381,9.199999809
1048,4/13/2015 17:00,1206.48,23299,8.619991302,7.900000095,7.099999905
1049,4/13/2015 18:00,1206.45,23263,8.100000381,7.599999905,7.099999905
1050,4/13/2015 19:00,1206.44,23740,7.823166847,7.099999905,7.099999905
1051,4/13/2015 20:00,1206.41,23899,7.452816963,7.099999905,7.099999905
1052,4/13/2015 21:00,1206.41,23873,7.099999905,7.099999905,7.099999905
1053,4/13/2015 22:00,1206.41,24019,7.260171413,7.099999905,7.400000095
1054,4/13/2015 23:00,1206.41,23995,7.400000095,7.099999905,7.400000095
1055,4/14/2015 0:00,1206.41,24056,7.591436386,7.400000095,7.400000095
1056,4/14/2015 1:00,1206.41,23886,7.762694359,7.400000095,7.400000095
1057,4/14/2015 2:00,1206.39,23740,7.937816143,8.300000191,7.400000095
1058,4/14/2015 3:00,1206.41,23402,8.116888046,8.300000191,8.300000191
1059,4/14/2015 4:00,1206.39,23328,8.300000191,8.300000191,8.300000191
1060,4/14/2015 5:00,1206.43,23341,9.321176529,8.300000191,8.300000191
1061,4/14/2015 6:00,1206.43,23353,10.46799278,8.300000191,8.300000191
1062,4/14/2015 7:00,1206.45,23595,11.7559042,61,8.300000191
1063,4/14/2015 8:00,1206.41,23655,13.20227242,43,21
1064,4/14/2015 9:00,1206.45,23510,14.82659245,29,21
1065,4/14/2015 10:00,1206.45,23631,16.65075684,21,21
1066,4/14/2015 11:00,1206.5,23522,18.69935608,21,21
1067,4/14/2015 12:00,1206.47,23571,21,21,21
1068,4/14/2015 13:00,1206.48,23546,19.29823875,21,22
1069,4/14/2015 14:00,1206.49,23510,17.73438072,21,22
1070,4/14/2015 15:00,1206.48,23449,16.29725266,22,22
1071,4/14/2015 16:00,1206.47,23559,14.97658348,18,22
1072,4/14/2015 17:00,1206.47,23644,13.76293659,13,22
1073,4/14/2015 18:00,1206.41,23559,12.64763927,11,8.300000191
1074,4/14/2015 19:00,1206.41,23450,11.62272167,9.100000381,8.300000191
1075,4/14/2015 20:00,1206.41,23692,10.68085957,8.300000191,8.300000191
1076,4/14/2015 21:00,1206.41,23631,9.100000381,8.300000191,8.300000191
1077,4/14/2015 22:00,1206.41,23558,8.300000191,7.800000191,8.300000191
1078,4/14/2015 23:00,1206.39,23450,8.288984299,7,7
1079,4/15/2015 0:00,1206.39,23535,7.617275715,7,7
1080,4/15/2015 1:00,1206.38,23619,7,7,7
1081,4/15/2015 2:00,1206.39,24514,6.790807724,6.900000095,7
1082,4/15/2015 3:00,1206.39,24611,6.587867737,6.199999809,7
1083,4/15/2015 4:00,1206.39,24491,6.390991688,6.199999809,6.199999809
1084,4/15/2015 5:00,1206.38,24429,6.199999809,6.199999809,6.199999809
1085,4/15/2015 6:00,1206.38,24540,6.130277634,6.199999809,6.199999809
1086,4/15/2015 7:00,1206.39,24515,6.061339855,6.199999809,6.199999809
1087,4/15/2015 8:00,1206.34,24478,5.993177414,8.199999809,6.199999809
1088,4/15/2015 9:00,1206.38,24393,5.92578125,8.199999809,5.900000095
1089,4/15/2015 10:00,1206.3,24455,5.85914278,6.900000095,5.900000095
1090,4/15/2015 11:00,1206.36,24612,5.793253899,5.900000095,5.900000095
1091,4/15/2015 12:00,1206.28,24599,5.728106022,5.599999905,5.900000095
1092,4/15/2015 13:00,1206.27,24623,5.663691044,5.599999905,5.900000095
1093,4/15/2015 14:00,1206.26,24575,5.599999905,5.599999905,5.599999905
1094,4/15/2015 15:00,1206.17,24430,5.671702862,5.599999905,5.599999905
1095,4/15/2015 16:00,1206.23,24491,5.744324207,5.599999905,5.599999905
1096,4/15/2015 17:00,1206.26,24539,5.817874908,13,5.599999905
1097,4/15/2015 18:00,1206.25,24600,5.89236784,9,5.599999905
1098,4/15/2015 19:00,1206.26,24599,5.967814445,7.300000191,6.199999809
1099,4/15/2015 20:00,1206.26,24442,6.044227123,6.199999809,6.199999809
1100,4/15/2015 21:00,1206.23,24527,6.121617794,6.199999809,6.199999809
1101,4/15/2015 22:00,1206.26,24527,6.199999809,6.199999809,6.199999809
1102,4/15/2015 23:00,1206.25,24624,6.117201805,6.199999809,6.199999809
1103,4/16/2015 0:00,1206.28,24636,6.035510063,6.199999809,16
1104,4/16/2015 1:00,1206.28,24514,5.954908848,19,16
1105,4/16/2015 2:00,1206.32,24539,5.875383854,16,16
1106,4/16/2015 3:00,1206.24,24624,5.796921253,12,16
1107,4/16/2015 4:00,1206.28,24502,5.719506264,9.600000381,16
1108,4/16/2015 5:00,1206.24,24429,5.643125534,8.5,7.400000095
1109,4/16/2015 6:00,1206.26,24479,5.567764282,8.5,7.400000095
1110,4/16/2015 7:00,1206.25,24442,5.493409634,7.400000095,7.400000095
1111,4/16/2015 8:00,1206.23,24527,5.42004776,6.800000191,7.400000095
1112,4/16/2015 9:00,1206.23,24563,5.347666264,5.699999809,7.400000095
1113,4/16/2015 10:00,1206.25,24503,5.276250839,5.400000095,5
1114,4/16/2015 11:00,1206.19,24417,5.205789089,5.400000095,5
1115,4/16/2015 12:00,1206.26,24370,5.136268616,5,5
1116,4/16/2015 13:00,1206.26,24407,5.067676067,5,5
1117,4/16/2015 14:00,1206.25,24370,5,5,5
1118,4/16/2015 15:00,1206.26,24393,5.259361744,5,5.300000191
1119,4/16/2015 16:00,1206.26,24466,5.300000191,5,5.300000191
1120,4/16/2015 17:00,1206.26,24540,5.599999905,5.300000191,5.300000191
1121,4/16/2015 18:00,1206.3,24478,6.120996952,5.300000191,5.300000191
1122,4/16/2015 19:00,1206.28,24406,6.438507557,5.599999905,5.300000191
1123,4/16/2015 20:00,1206.29,24490,6.772488117,8.600000381,72
1124,4/16/2015 21:00,1206.28,24502,7.123793125,57,72
1125,4/16/2015 22:00,1206.28,24454,7.493320942,72,72
1126,4/16/2015 23:00,1206.3,24514,7.882017136,55,72
1127,4/17/2015 0:00,1206.28,24575,8.290876389,38,72
1128,4/17/2015 1:00,1206.32,24659,8.720943451,31,23
1129,4/17/2015 2:00,1206.28,24672,9.173319817,26,23
1130,4/17/2015 3:00,1206.32,24697,9.649161339,23,23
1131,4/17/2015 4:00,1206.32,24600,10.14968586,22,23
1132,4/17/2015 5:00,1206.34,24527,10.67617416,21,23
1133,4/17/2015 6:00,1206.32,24417,11.22997189,20,18
1134,4/17/2015 7:00,1206.34,24394,11.81249714,20,18
1135,4/17/2015 8:00,1206.34,24539,12.42523956,18,18
1136,4/17/2015 9:00,1206.36,24297,13.06976604,18,18
1137,4/17/2015 10:00,1206.34,24430,13.74772549,17,18
1138,4/17/2015 11:00,1206.34,24453,14.46085262,16,16
1139,4/17/2015 12:00,1206.36,24502,15.21097088,16,16
1140,4/17/2015 13:00,1206.36,24478,16,16,16
1141,4/17/2015 14:00,1206.36,24418,14.79448986,16,16
1142,4/17/2015 15:00,1206.38,24309,13.67980766,16,16
1143,4/17/2015 16:00,1206.36,24273,12.64911079,16,10
1144,4/17/2015 17:00,1206.38,24418,11.69607067,10,10
1145,4/17/2015 18:00,1206.36,24395,10.81483746,10,10
1146,4/17/2015 19:00,1206.38,24430,10,10,10
1147,4/17/2015 20:00,1206.36,24672,12.14612675,10,10
1148,4/17/2015 21:00,1206.38,24817,14.75283909,10,33
1149,4/17/2015 22:00,1206.36,24685,17.91898537,16,33
1150,4/17/2015 23:00,1206.36,24624,21.76462555,33,33
1151,4/18/2015 0:00,1206.38,24708,26.43559074,39,33
1152,4/18/2015 1:00,1206.36,24672,32.10900116,39,33
1153,4/18/2015 2:00,1206.36,24720,39,39,39
1154,4/18/2015 3:00,1206.38,24576,41.90822601,39,39
1155,4/18/2015 4:00,1206.36,24562,45.03332138,39,39
1156,4/18/2015 5:00,1206.32,24527,48.39145279,45,39
1157,4/18/2015 6:00,1206.3,24394,52,52,39
1158,4/18/2015 7:00,1206.34,24370,63.57118988,52,142
1159,4/18/2015 8:00,1206.3,24345,77.71723175,52,142
1160,4/18/2015 9:00,1206.32,24430,95.01110077,142,142
1161,4/18/2015 10:00,1206.32,24407,116.153244,142,142
1162,4/18/2015 11:00,1206.36,24369,142,142,142
1163,4/18/2015 12:00,1206.45,24321,230.3321838,142,983
1164,4/18/2015 13:00,1206.34,24418,373.6120911,142,983
1165,4/18/2015 14:00,1206.41,24394,606.0203857,983,983
1166,4/18/2015 15:00,1206.38,24406,983,983,983
1167,4/18/2015 16:00,1206.41,24369,865.2575073,983,983
1168,4/18/2015 17:00,1206.39,24370,761.618042,543,215
1169,4/18/2015 18:00,1206.41,24612,670.392334,289,215
1170,4/18/2015 19:00,1206.41,24721,543,215,215
1171,4/18/2015 20:00,1206.41,24684,289,181,215
1172,4/18/2015 21:00,1206.43,24660,215,158,215
1173,4/18/2015 22:00,1206.43,24563,181,147,126
1174,4/18/2015 23:00,1206.43,24576,158,133,126
1175,4/19/2015 0:00,1206.43,24490,147,126,126
1176,4/19/2015 1:00,1206.43,24515,133,119,126
1177,4/19/2015 2:00,1206.43,24431,126,100,126
1178,4/19/2015 3:00,1206.43,24369,119,90,70
1179,4/19/2015 4:00,1206.47,24442,100,80,70
1180,4/19/2015 5:00,1206.54,24491,90,70,70
1181,4/19/2015 6:00,1206.54,24443,80,62,70
1182,4/19/2015 7:00,1206.54,24406,70,55,70
1183,4/19/2015 8:00,1206.51,24599,62,52,49
1184,4/19/2015 9:00,1206.57,24575,55,50,49
1185,4/19/2015 10:00,1206.61,24454,52,49,49
1186,4/19/2015 11:00,1206.61,24552,50,48,49
1187,4/19/2015 12:00,1206.57,24539,49,47,49
1188,4/19/2015 13:00,1206.61,24515,48,46,46
1189,4/19/2015 14:00,1206.65,23015,47,46,46
1190,4/19/2015 15:00,1206.59,22505,46,46,46
1191,4/19/2015 16:00,1206.63,22433,44.03948975,40,46
1192,4/19/2015 17:00,1206.67,22445,42.16253662,34,46
1193,4/19/2015 18:00,1206.7,22494,40,31,29
1194,4/19/2015 19:00,1206.67,22554,34,30,29
1195,4/19/2015 20:00,1206.63,22578,31,29,29
1196,4/19/2015 21:00,1206.69,22493,30,28,29
1197,4/19/2015 22:00,1206.67,22409,29,28,29
1198,4/19/2015 23:00,1206.69,22445,28,27,26
1199,4/20/2015 0:00,1206.69,22628,28,27,26
1200,4/20/2015 1:00,1206.69,22518,27,26,26
1201,4/20/2015 2:00,1206.69,22434,27,26,26
1202,4/20/2015 3:00,1206.74,22422,26,25,26
1203,4/20/2015 4:00,1206.72,22409,26,25,25
1204,4/20/2015 5:00,1206.79,22398,25,25,25
1205,4/20/2015 6:00,1206.76,22518,25,25,25
1206,4/20/2015 7:00,1206.8,22505,25,25,25
1207,4/20/2015 8:00,1206.8,22433,34,25,25
1208,4/20/2015 9:00,1206.83,22639,77.71911621,25,426
1209,4/20/2015 10:00,1206.89,22567,137.0319214,34,426
1210,4/20/2015 11:00,1206.89,22457,241.6104279,426,426
1211,4/20/2015 12:00,1206.96,22421,426,426,426
1212,4/20/2015 13:00,1206.96,22445,386.5075378,426,426
1213,4/20/2015 14:00,1206.98,22445,350.676239,426,296
1214,4/20/2015 15:00,1207.07,22397,318.166687,440,296
1215,4/20/2015 16:00,1206.96,22469,288.6709595,296,296
1216,4/20/2015 17:00,1207,22505,261.9096375,232,296
1217,4/20/2015 18:00,1206.98,22519,237.6292114,210,296
1218,4/20/2015 19:00,1207.05,22567,215.5997314,199,137
1219,4/20/2015 20:00,1206.89,22602,195.6124878,169,137
1220,4/20/2015 21:00,1206.85,22494,177.4781799,137,137
1221,4/20/2015 22:00,1206.74,22579,161.0250092,128,137
1222,4/20/2015 23:00,1206.8,22760,137,115,137
1223,4/21/2015 0:00,1206.8,22639,128,102,99
1224,4/21/2015 1:00,1206.81,22675,115,99,99
1225,4/21/2015 2:00,1206.81,23014,102,99,99
1226,4/21/2015 3:00,1206.8,22991,99,99,99
1227,4/21/2015 4:00,1206.8,23208,99.73083496,99,99
1228,4/21/2015 5:00,1206.8,23038,100.4670639,99,125
1229,4/21/2015 6:00,1206.83,23026,101.2087326,102,125
1230,4/21/2015 7:00,1206.8,23100,101.9558716,125,125
1231,4/21/2015 8:00,1206.85,23063,102.7085266,109,125
1232,4/21/2015 9:00,1206.83,23075,103.4667435,105,125
1233,4/21/2015 10:00,1206.8,22869,104.2305527,105,100
1234,4/21/2015 11:00,1206.78,22954,105,105,100
1235,4/21/2015 12:00,1206.8,22966,102.4054031,100,100
1236,4/21/2015 13:00,1206.78,23075,99.87492371,95,100
1237,4/21/2015 14:00,1206.78,23002,97.40696716,95,100
1238,4/21/2015 15:00,1206.87,23087,95,95,95
1239,4/21/2015 16:00,1206.91,22918,92.13375854,95,95
1240,4/21/2015 17:00,1206.78,22954,89.35398865,95,95
1241,4/21/2015 18:00,1206.83,23088,86.65809631,96,95
1242,4/21/2015 19:00,1206.83,23221,84.04353333,93,95
1243,4/21/2015 20:00,1206.78,23075,81.50785828,87,75
1244,4/21/2015 21:00,1206.76,22832,79.0486908,80,75
1245,4/21/2015 22:00,1206.76,22857,76.66371155,75,75
1246,4/21/2015 23:00,1206.74,22772,74.35069275,74,75
1247,4/22/2015 0:00,1206.74,22858,72.10746002,74,75
1248,4/22/2015 1:00,1206.74,22966,69.93190765,72,64
1249,4/22/2015 2:00,1206.72,22966,67.82199097,67,64
1250,4/22/2015 3:00,1206.74,23075,65.77573395,64,64
1251,4/22/2015 4:00,1206.74,23027,63.7912178,60,64
1252,4/22/2015 5:00,1206.74,22894,61.86657333,60,64
1253,4/22/2015 6:00,1206.76,23051,60,60,60
1254,4/22/2015 7:00,1206.74,23087,60.24845123,60,60
1255,4/22/2015 8:00,1206.74,23098,60.49793243,60,60
1256,4/22/2015 9:00,1206.74,22967,60.74844742,61,60
1257,4/22/2015 10:00,1206.72,22941,61,61,60
1258,4/22/2015 11:00,1206.72,22977,65,61,65
1259,4/22/2015 12:00,1206.74,22991,86,61,65
1260,4/22/2015 13:00,1206.69,23123,128,65,65
1261,4/22/2015 14:00,1206.72,23281,221.1831818,86,65
1262,4/22/2015 15:00,1206.69,23257,305.2162476,128,65
1263,4/22/2015 16:00,1206.71,23293,421.1756287,435,802
1264,4/22/2015 17:00,1206.67,23341,581.190918,446,802
1265,4/22/2015 18:00,1206.67,23002,802,802,802
1266,4/22/2015 19:00,1206.67,22893,669.725647,802,802
1267,4/22/2015 20:00,1206.65,22906,559.267395,390,802
1268,4/22/2015 21:00,1206.63,22966,467.0270691,390,390
1269,4/22/2015 22:00,1206.63,22894,390,390,390
1270,4/22/2015 23:00,1206.63,23027,443.8057251,390,390
1271,4/23/2015 0:00,1206.63,23063,505.0346375,390,390
1272,4/23/2015 1:00,1206.61,22929,574.7109375,654,390
1273,4/23/2015 2:00,1206.63,22845,654,654,258
1274,4/23/2015 3:00,1206.61,22846,519.081604,360,258
1275,4/23/2015 4:00,1206.6,22858,411.996521,258,258
1276,4/23/2015 5:00,1206.59,22858,327.0027771,206,258
1277,4/23/2015 6:00,1206.59,22942,258,206,258
1278,4/23/2015 7:00,1206.59,23074,206,206,206
1279,4/23/2015 8:00,1206.58,23062,194.7032776,206,206
1280,4/23/2015 9:00,1206.54,23087,184.026062,206,206
1281,4/23/2015 10:00,1206.56,23075,173.9343567,280,206
1282,4/23/2015 11:00,1206.5,23039,164.3960724,206,206
1283,4/23/2015 12:00,1206.5,23075,155.3808441,169,124
1284,4/23/2015 13:00,1206.56,23002,146.8600006,142,124
1285,4/23/2015 14:00,1206.54,22966,138.806427,124,124
1286,4/23/2015 15:00,1206.58,22990,131.1945038,124,124
1287,4/23/2015 16:00,1206.54,23002,124,124,124
1288,4/23/2015 17:00,1206.56,22978,295.0212402,124,1670
1289,4/23/2015 18:00,1206.5,22978,701.9155884,124,1670
1290,4/23/2015 19:00,1206.51,23051,1670,1670,1670
1291,4/23/2015 20:00,1206.54,23147,1146.665527,673,1670
1292,4/23/2015 21:00,1206.54,23111,787.3303833,315,1670
1293,4/23/2015 22:00,1206.5,23075,540.6015015,219,175
1294,4/23/2015 23:00,1206.48,23002,315,175,175
1295,4/24/2015 0:00,1206.48,23026,219,175,175
1296,4/24/2015 1:00,1206.51,23026,175,175,175
1297,4/24/2015 2:00,1206.47,22941,180.2558746,175,175
1298,4/24/2015 3:00,1206.47,22784,185.6696014,175,209
1299,4/24/2015 4:00,1206.45,22929,191.2459106,302,209
1300,4/24/2015 5:00,1206.48,22869,196.9897156,209,209
1301,4/24/2015 6:00,1206.47,22905,202.9060059,209,209
1302,4/24/2015 7:00,1206.45,22821,209,209,209
1303,4/24/2015 8:00,1206.48,22833,198.1147614,209,704
1304,4/24/2015 9:00,1206.48,22857,187.7964325,209,704
1305,4/24/2015 10:00,1206.47,22905,178.0155334,704,704
1306,4/24/2015 11:00,1206.5,22978,168.7440338,1370,704
1307,4/24/2015 12:00,1206.47,23160,159.9554138,334,704
1308,4/24/2015 13:00,1206.5,23172,151.6245422,225,145
1309,4/24/2015 14:00,1206.48,23245,143.7275543,176,145
1310,4/24/2015 15:00,1206.5,23257,136.2418518,145,145
1311,4/24/2015 16:00,1206.5,23220,129.1460419,124,145
1312,4/24/2015 17:00,1206.45,23208,122.4197845,110,145
1313,4/24/2015 18:00,1206.48,23269,116.0438538,110,110
1314,4/24/2015 19:00,1206.45,23172,110,110,110
1315,4/24/2015 20:00,1206.43,23220,110.2963791,110,110
1316,4/24/2015 21:00,1206.45,23196,110.5935593,110,110
1317,4/24/2015 22:00,1206.43,23026,110.8915405,223,110
1318,4/24/2015 23:00,1206.43,23196,111.1903229,351,253
1319,4/25/2015 0:00,1206.43,22978,111.4899063,333,253
1320,4/25/2015 1:00,1206.43,22942,111.7903061,253,253
1321,4/25/2015 2:00,1206.45,22930,112.091507,139,253
1322,4/25/2015 3:00,1206.41,22990,112.3935242,113,253
1323,4/25/2015 4:00,1206.36,23026,112.6963577,113,105
1324,4/25/2015 5:00,1206.28,23063,113,113,105
1325,4/25/2015 6:00,1206.3,23111,104.8695374,105,105
1326,4/25/2015 7:00,1206.24,23038,97.32406616,84,105
1327,4/25/2015 8:00,1206.32,23026,90.32150269,74,105
1328,4/25/2015 9:00,1206.26,23026,83.82278442,68,67
1329,4/25/2015 10:00,1206.36,22942,74,67,67
1330,4/25/2015 11:00,1206.31,22966,68,67,67
1331,4/25/2015 12:00,1206.41,22918,67,67,67
1332,4/25/2015 13:00,1206.41,22954,74.25119781,67,67
1333,4/25/2015 14:00,1206.39,22990,82.28716278,67,112
1334,4/25/2015 15:00,1206.36,22966,91.19284058,112,112
1335,4/25/2015 16:00,1206.32,22978,101.0623474,112,112
1336,4/25/2015 17:00,1206.38,22966,112,112,112
1337,4/25/2015 18:00,1206.39,22797,106.092186,112,112
1338,4/25/2015 19:00,1206.38,22954,100.4959946,112,266
1339,4/25/2015 20:00,1206.38,23038,95.19499969,158,266
1340,4/25/2015 21:00,1206.36,23050,90.1736145,266,266
1341,4/25/2015 22:00,1206.34,23026,85.41710663,505,266
1342,4/25/2015 23:00,1206.34,23014,80.91149139,268,266
1343,4/26/2015 0:00,1206.38,23027,76.64354706,175,150
1344,4/26/2015 1:00,1206.34,23039,72.60072327,175,150
1345,4/26/2015 2:00,1206.32,23136,68.77115631,150,150
1346,4/26/2015 3:00,1206.36,23159,65.14359283,97,150
1347,4/26/2015 4:00,1206.34,22977,61.70737457,75,150
1348,4/26/2015 5:00,1206.36,22978,58.45241165,62,48
1349,4/26/2015 6:00,1206.41,22869,55.36914063,54,48
1350,4/26/2015 7:00,1206.39,22845,52.44850922,48,48
1351,4/26/2015 8:00,1206.36,22941,49.68193817,44,48
1352,4/26/2015 9:00,1206.36,22929,47.06129837,42,48
1353,4/26/2015 10:00,1206.36,22917,44,40,40
1354,4/26/2015 11:00,1206.38,22881,42,40,40
1355,4/26/2015 12:00,1206.34,22929,40,40,40
1356,4/26/2015 13:00,1206.36,22966,40.48505402,40,40
1357,4/26/2015 14:00,1206.38,23002,40.97599411,40,40
